Date Added,Name,Time,Artist,Album,Genre,Rating,Plays,Last Played
"10/7/13, 6:53 PM",I'm Yours,4:04,Jason Mraz,We Sing. We Dance. We Steal Things,Pop,,8,"10/24/13, 10:22 AM"
"10/7/13, 6:53 PM",Do You Remember (feat. Sean Paul & Lil Jon),3:30,Jay Sean,All or Nothing (Bonus Track Version),Pop,,5,
"10/7/13, 6:53 PM",Down (feat. Lil Wayne),3:32,Jay Sean,Down (feat. Lil Wayne) - Single,Pop,,1,
"10/7/13, 6:53 PM",Down to Earth,4:33,Jem,Down to Earth,Pop,,2,
"10/7/13, 6:53 PM",Down to Earth,4:33,Jem,Down to Earth,Pop,,2,"10/25/13, 2:44 PM"
"10/7/13, 6:53 PM",Crazy,3:39,Jem,Down to Earth,Pop,,3,"7/2/12, 11:48 PM"
"10/7/13, 6:53 PM",Crazy,3:39,Jem,Down to Earth,Pop,,,
"10/7/13, 6:53 PM",I Want You To...,3:39,Jem,Down to Earth,Pop,,2,
"10/7/13, 6:53 PM",I Want You To...,3:39,Jem,Down to Earth,Pop,,,
"10/7/13, 6:53 PM",It's Amazing,3:58,Jem,Down to Earth,Pop,,1,"4/21/11, 8:31 PM"
"10/7/13, 6:53 PM",It's Amazing,3:58,Jem,Down to Earth,Pop,,1,
"10/7/13, 6:53 PM",Keep On Walking,4:12,Jem,Down to Earth,Pop,,1,
"10/7/13, 6:53 PM",Keep On Walking,4:12,Jem,Down to Earth,Pop,,,
"10/7/13, 6:53 PM",You Will Make It,6:12,Jem,Down to Earth,Pop,,1,"9/19/12, 3:26 PM"
"10/7/13, 6:53 PM",You Will Make It,6:12,Jem,Down to Earth,Pop,,,
"10/7/13, 6:53 PM",I Always Knew,3:10,Jem,Down to Earth,Pop,,2,
"10/7/13, 6:53 PM",I Always Knew,3:10,Jem,Down to Earth,Pop,,,
"10/7/13, 6:53 PM",Got It Good,4:26,Jem,Down to Earth,Pop,,4,"5/8/11, 5:20 PM"
"10/7/13, 6:53 PM",Aciiid!,2:57,Jem,Down to Earth,Pop,,2,
"10/7/13, 6:53 PM",Aciiid!,2:57,Jem,Down to Earth,Pop,,1,
"10/7/13, 6:53 PM",How Would You Like It,4:02,Jem,Down to Earth,Pop,,2,"10/16/12, 9:01 AM"
"10/7/13, 6:53 PM",How Would You Like It,4:02,Jem,Down to Earth,Pop,,,
"10/7/13, 6:53 PM",And So I Pray,2:42,Jem,Down to Earth,Pop,,1,
"10/7/13, 6:53 PM",And So I Pray,2:42,Jem,Down to Earth,Pop,,,
"10/7/13, 6:53 PM",On Top of the World,4:52,Jem,Down to Earth,Pop,,3,"10/11/13, 7:58 AM"
"10/7/13, 6:53 PM",On Top of the World,4:52,Jem,Down to Earth,Pop,,,
"10/7/13, 6:53 PM",Forever and a Day,3:46,Jem,Down to Earth,Pop,,3,"6/9/13, 3:38 AM"
"10/7/13, 6:53 PM",Forever and a Day,3:46,Jem,Down to Earth,Pop,,,
"9/20/08, 10:00 PM",Forever and a Day,3:46,Jem,Down to Earth,Pop,,,
"10/7/13, 6:53 PM",On the Floor (feat. Pitbull),3:51,Jennifer Lopez,On the Floor (feat. Pitbull) - Single,Pop,,6,"10/18/13, 12:18 PM"
"10/7/13, 6:53 PM",Say,3:50,John Mayer,Say - Single,Pop,,8,"6/10/13, 5:08 AM"
"10/7/13, 6:53 PM",Electropop,3:54,Jupiter Rising,Electropop,Pop,,4,"6/9/13, 3:32 PM"
"10/10/12, 7:28 AM",Disco Friends,3:01,Just Jack,Overtones,Pop,,,
"10/7/13, 6:53 PM",What Goes Around.../...Comes Around Interlude,7:28,Justin Timberlake,FutureSex / LoveSounds,Pop,,4,"8/26/12, 2:17 PM"
"10/7/13, 6:53 PM",My Love (Single Version),4:42,Justin Timberlake featuring T.I.,My Love - Single,Pop,,5,"3/1/13, 3:12 AM"
"10/7/13, 6:53 PM",Partons vite,4:05,Kaolin,Partons vite (Single),Pop,,4,"10/18/13, 10:36 AM"
"10/7/13, 6:53 PM",E.T. (feat. Kanye West),3:51,Katy Perry,E.T. (feat. Kanye West) - Single,Pop,,8,"10/17/13, 12:42 PM"
"10/7/13, 6:53 PM",I Kissed a Girl,3:01,Katy Perry,I Kissed a Girl - Single,Pop,,2,"3/11/12, 11:13 AM"
"10/7/13, 6:53 PM",Hot N Cold,3:40,Katy Perry,One of the Boys,Pop,,,
"10/7/13, 6:53 PM",We R Who We R,3:25,Ke$ha,We R Who We R - Single,Pop,,3,"10/17/11, 5:14 PM"
"10/7/13, 6:53 PM",TiK ToK,3:35,Ke$ha,,Pop,,3,"4/9/11, 4:44 PM"
"10/7/13, 6:53 PM",I Made It (Cash Money Heroes),4:10,"Kevin Rudolf, Birdman, Jay Sean & Lil Wayne",To the Sky,Pop,,9,"5/8/11, 7:26 PM"
"9/19/13, 8:47 AM",Settle Down,4:02,Kimbra,Settle Down - EP,Pop,,55,"11/10/12, 11:53 AM"
"10/7/13, 6:53 PM",Suddenly I See,3:22,KT Tunstall,Eye to the Telescope,Pop,,2,"6/23/12, 1:25 PM"
"10/7/13, 6:53 PM",Poker Face,3:57,Lady GaGa,The Fame,Pop,,2,
"10/7/13, 6:53 PM",Just Dance,4:02,Lady GaGa & Colby O'Donis,The Fame,Pop,,2,"9/21/11, 10:29 PM"
"10/7/13, 6:53 PM",Aserejé (Spanglish Version),3:35,Las Ketchup,The Ketchup Song (Hey Hah) - Single,Pop,,2,"10/17/13, 11:34 AM"
"10/7/13, 6:53 PM",Bleeding Love,4:22,Leona Lewis,Bleeding Love - Single,Pop,,5,"6/8/13, 10:59 AM"
"10/7/13, 6:53 PM",All Around the World (Bob Sinclar Remix) [Radio Edit],3:31,Lionel Richie,All Around the World (Bob Sinclar Remix) - EP,Pop,,2,"6/17/11, 4:24 PM"
"10/7/13, 6:53 PM",Party Rock Anthem (feat. Lauren Bennett & GoonRock),4:22,LMFAO,Sorry for Party Rocking (Deluxe Version),Pop,,1,"6/28/11, 7:13 PM"
"10/7/13, 6:53 PM",Sexy and I Know It,3:19,LMFAO,Sorry for Party Rocking (Deluxe Version),Pop,,4,"1/1/12, 7:02 PM"
"10/7/13, 6:53 PM",Sun In My Pocket (New Mix),3:13,Locnville,Sun In My Pocket - Single,Pop,,28,"5/20/14, 10:35 AM"
"1/28/13, 11:05 AM",The Love Club,3:22,Lorde,JustExcellentBeats.com,Pop,,7,"2/15/13, 2:22 AM"
"10/7/13, 6:53 PM",I Try,3:59,Macy Gray,On How Life Is,Pop,,18,"4/30/13, 6:25 PM"
"10/7/13, 6:53 PM",Glow,3:51,Madcon,Glow,Pop,,33,"6/9/13, 9:27 AM"
"10/7/13, 6:53 PM",Give Me All Your Luvin' (feat. Nicki Minaj & M.I.A.),3:23,Madonna,MDNA (Deluxe Version),Pop,,4,"4/6/12, 1:14 PM"
"10/7/13, 6:53 PM",4 Minutes (feat. Justin Timberlake & Timbaland),4:05,Madonna,4 Minutes (feat. Justin Timberlake & Timbaland) - Single,Pop,,3,
"4/2/11, 10:02 AM",Rain (feat. Giulia),3:22,Marius,By Myself,Pop,,27,"3/7/13, 7:25 PM"
"10/7/13, 6:53 PM",Stop Me,3:45,Mark Ronson,,Pop,,4,"10/12/13, 6:16 PM"
"4/2/11, 10:02 AM",Bang Bang Bang (feat. MNDR & Q-Tip),3:54,Mark Ronson & The Business Intl,TheFreshBeat.com,Pop,,1,"11/14/11, 12:39 PM"
"10/7/13, 6:53 PM",Stop Me,3:54,Mark Ronson featuring Daniel Merriweather,Version,Pop,,10,"12/17/13, 6:19 PM"
"10/7/13, 6:53 PM",Won't Go Home Without You,3:51,Maroon 5,It Won't Be Soon Before Long,Pop,,5,"11/2/12, 3:47 PM"
"10/7/13, 6:53 PM",Sunshine,3:34,Matisyahu,Sunshine - Single,Pop,,4,"7/8/12, 8:11 PM"
"10/7/13, 6:53 PM",The Safety Dance,2:45,Men Without Hats,The Silver Collection,Pop,,5,
"10/7/13, 6:53 PM",Everything,3:32,Michael Bublé,Call Me Irresponsible (Bonus Track Version),Pop,,4,"1/20/12, 6:09 PM"
"10/7/13, 6:53 PM",Feeling Good,3:57,Michael Bublé,It's Time,Pop,,8,"6/8/13, 11:35 PM"
"10/7/13, 6:53 PM",Save the Last Dance for Me,3:38,Michael Bublé,It's Time,Pop,,5,"10/21/13, 3:37 PM"
"10/7/13, 6:53 PM",Sway,3:08,Michael Bublé,Michael Bublé,Pop,,5,"6/10/13, 12:22 AM"
"10/7/13, 6:53 PM",Got to Be There (Single Version),3:25,Michael Jackson,The Essential Michael Jackson,Pop,,2,"3/10/13, 6:56 PM"
"10/7/13, 6:53 PM",Rockin' Robin,2:33,Michael Jackson,The Essential Michael Jackson,Pop,,,
"10/7/13, 6:53 PM",Ben (Single Version),2:46,Michael Jackson,The Essential Michael Jackson,Pop,,3,"3/7/14, 12:56 PM"
"10/7/13, 6:53 PM",Don't Stop 'Til You Get Enough (Single Version),5:51,Michael Jackson,The Essential Michael Jackson,Pop,,6,"3/10/13, 6:52 PM"
"10/7/13, 6:53 PM",Rock With You (Single Version),3:23,Michael Jackson,The Essential Michael Jackson,Pop,,3,"10/10/13, 2:41 PM"
"10/7/13, 6:53 PM",Off the Wall (Single Version),3:46,Michael Jackson,The Essential Michael Jackson,Pop,,2,"3/10/13, 6:25 PM"
"10/7/13, 6:53 PM",She's Out of My Life (Single Version),3:37,Michael Jackson,The Essential Michael Jackson,Pop,,1,"2/17/13, 6:47 PM"
"10/7/13, 6:53 PM",Can You Feel It (Single Version),3:51,Michael Jackson,The Essential Michael Jackson,Pop,,3,"2/17/13, 7:55 PM"
"10/7/13, 6:53 PM",Billie Jean (Single Version),4:53,Michael Jackson,The Essential Michael Jackson,Pop,,5,"10/19/14, 5:25 AM"
"10/7/13, 6:53 PM",Beat It (Single Version),4:18,Michael Jackson,The Essential Michael Jackson,Pop,,9,"10/10/13, 1:07 PM"
"10/7/13, 6:53 PM",Wanna Be Startin' Somethin' (Single Version),4:17,Michael Jackson,The Essential Michael Jackson,Pop,,5,"3/10/13, 6:30 PM"
"10/7/13, 6:53 PM",Human Nature,3:45,Michael Jackson,The Essential Michael Jackson,Pop,,2,"3/10/13, 6:46 PM"
"10/7/13, 6:53 PM",P.Y.T. (Pretty Young Thing),3:59,Michael Jackson,The Essential Michael Jackson,Pop,,2,"3/12/13, 12:04 PM"
"10/7/13, 6:53 PM",Thriller (Single Version),5:12,Michael Jackson,The Essential Michael Jackson,Pop,,5,"3/12/13, 12:09 PM"
"10/7/13, 6:53 PM",Bad,4:08,Michael Jackson,The Essential Michael Jackson,Pop,,,
"10/7/13, 6:53 PM",I Just Can't Stop Loving You,4:12,Michael Jackson,The Essential Michael Jackson,Pop,,,
"10/7/13, 6:53 PM",Leave Me Alone,4:40,Michael Jackson,The Essential Michael Jackson,Pop,,4,"6/9/13, 1:15 PM"
"10/7/13, 6:53 PM",The Way You Make Me Feel (Single Version),4:26,Michael Jackson,The Essential Michael Jackson,Pop,,1,"2/17/13, 6:44 PM"
"10/7/13, 6:53 PM",Man In the Mirror,5:19,Michael Jackson,The Essential Michael Jackson,Pop,,2,"3/10/13, 7:01 PM"
"10/7/13, 6:53 PM",Dirty Diana,4:41,Michael Jackson,The Essential Michael Jackson,Pop,,2,"3/10/13, 7:14 PM"
"10/7/13, 6:53 PM",Another Part of Me (Single Version),3:47,Michael Jackson,The Essential Michael Jackson,Pop,,3,"3/10/13, 6:38 PM"
"10/7/13, 6:53 PM",Smooth Criminal,4:17,Michael Jackson,The Essential Michael Jackson,Pop,,3,"6/8/13, 11:22 PM"
"10/7/13, 6:53 PM",Black or White (Single Version),3:23,Michael Jackson,The Essential Michael Jackson,Pop,,6,"6/8/13, 2:19 PM"
"10/7/13, 6:53 PM",Heal the World,6:25,Michael Jackson,The Essential Michael Jackson,Pop,,4,"4/24/14, 11:04 AM"
"10/7/13, 6:53 PM",Remember the Time,4:00,Michael Jackson,The Essential Michael Jackson,Pop,,2,"2/17/13, 6:13 PM"
"10/7/13, 6:53 PM",In the Closet (Single Version),4:49,Michael Jackson,The Essential Michael Jackson,Pop,,,
"10/7/13, 6:53 PM","Who Is It (7"" Edit)",4:00,Michael Jackson,The Essential Michael Jackson,Pop,,2,"3/10/13, 7:26 PM"
"10/7/13, 6:53 PM",Will You Be There (Single Version),3:40,Michael Jackson,The Essential Michael Jackson,Pop,,2,"2/18/13, 12:51 AM"
"10/7/13, 6:53 PM",Dangerous,7:00,Michael Jackson,The Essential Michael Jackson,Pop,,1,"4/10/11, 8:52 PM"
"10/7/13, 6:53 PM",You Are Not Alone (Single Version),4:56,Michael Jackson,The Essential Michael Jackson,Pop,,2,"3/10/13, 7:09 PM"
"10/7/13, 6:53 PM",You Rock My World (With Intro),5:08,Michael Jackson,The Essential Michael Jackson,Pop,,,
"10/7/13, 6:53 PM",The Girl Is Mine,3:42,Michael Jackson & Paul McCartney,The Essential Michael Jackson,Pop,,1,"10/11/13, 6:04 PM"
"10/7/13, 6:53 PM","Relax, Take It Easy",3:45,MIKA,Life In Cartoon Motion,Pop,,5,"6/10/13, 12:56 AM"
"10/10/12, 7:28 AM",Cooler Than Me (Single Mix),3:34,Mike Posner,Cooler Than Me - Single,Pop,,3,"11/4/12, 10:01 PM"
"10/7/13, 6:53 PM",Supernova (feat. Kanye West),3:14,Mr Hudson,Supernova (feat. Kanye West) - Single,Pop,,24,
"4/2/11, 10:03 AM",All Good Things Come To An End,5:10,Nelly Furtado,Loose,Pop,,7,"11/24/12, 1:33 PM"
"6/11/11, 6:46 PM",Silly Girl (Brenton Duvall Remix ft. Wiz Khalifa),3:06,Neon Hitch,,Pop,,1,
"10/7/13, 6:53 PM",You Get What You Give,5:01,New Radicals,Maybe You've Been Brainwashed Too,Pop,,10,"12/16/13, 3:08 PM"
"2/5/13, 1:58 PM",Cut Copy Me (Compuphonic remix),4:24,Petula Clark,JustExcellentBeats.com,Pop,,23,"11/6/14, 5:14 PM"
"5/2/13, 9:01 PM",Trying To Be Cool (RAC Mix),3:40,Phoenix,Trying To Be Cool,Pop,,4,"5/16/13, 10:29 PM"
"10/7/13, 6:53 PM",I Hate This Part,3:38,The Pussycat Dolls,Doll Domination,Pop,,1,
"8/6/12, 5:41 PM",Hollywood (featuring Penguin Prison),3:16,RAC,JustExcellentBeats.com,Pop,,31,"8/27/14, 7:18 PM"
"10/7/13, 6:53 PM",Nothing's Real But Love,2:56,Rebecca Ferguson,Nothing's Real But Love - Single,Pop,,8,"6/9/13, 1:00 PM"
"5/30/13, 8:45 PM",3 Days,4:17,Rhye,JustExcellentBeats.com,Pop,,15,"6/14/13, 1:07 PM"
"10/7/13, 6:53 PM",Don't Stop the Music,4:27,Rihanna,Good Girl Gone Bad,Pop,,10,"10/17/13, 10:33 AM"
"10/7/13, 6:53 PM",Only Girl (In the World),3:56,Rihanna,Only Girl (In the World) - Single,Pop,,4,
"10/7/13, 6:53 PM",Pon de Replay (Radio Edit),3:35,Rihanna,Pon De Replay (Radio Edit) - Single,Pop,,10,"4/12/12, 12:51 AM"
"10/7/13, 6:53 PM",Russian Roulette,3:48,Rihanna,Russian Roulette - Single,Pop,,7,"6/10/13, 4:23 AM"
"10/7/13, 6:53 PM",We Found Love (feat. Calvin Harris),3:36,Rihanna,We Found Love (feat. Calvin Harris) - Single,Pop,,6,"10/25/12, 10:24 PM"
"10/7/13, 6:53 PM",Umbrella,4:13,Rihanna,,Pop,,3,"5/12/11, 12:07 AM"
"10/7/13, 6:53 PM",What's My Name? (feat. Drake),4:25,Rihanna & Drake,What's My Name? (feat. Drake) - Single,Pop,,15,"2/19/12, 9:20 PM"
"10/7/13, 6:53 PM",Angels,4:26,Robbie Williams,The Ego Has Landed,Pop,,1,
"10/7/13, 6:53 PM",Let Me Entertain You,4:21,Robbie Williams,The Ego Has Landed,Pop,,5,"6/9/13, 11:33 AM"
"10/7/13, 6:53 PM",Tripping,4:37,Robbie Williams,Intensive Care,Pop,,1,"5/7/11, 8:32 PM"
"10/7/13, 6:53 PM",Bongo Bong / Je ne t'aime plus,4:48,Robbie Williams,Rudebox,Pop,,2,"11/19/13, 8:23 PM"
"10/7/13, 6:53 PM",She's Madonna,4:17,Robbie Williams & Pet Shop Boys,Rudebox,Pop,,,
"4/2/11, 10:03 AM",Keep On Walking,3:01,Salem Al Fakir,Melodifestivalen 2010 Deltävling 1,Pop,,11,"6/9/13, 12:46 PM"
"4/2/11, 10:03 AM",This Is Who I Am,3:28,Salem Al Fakir,This Is Who I Am,Pop,,7,"9/4/13, 11:12 PM"
"10/7/13, 6:53 PM",Love Song,4:21,Sara Bareilles,Little Voice,Pop,,1,
"10/7/13, 6:53 PM",I Don't Feel Like Dancin',4:48,Scissor Sisters,Ta-Dah,Pop,,2,"11/7/11, 4:29 PM"
"10/7/13, 6:53 PM",The Man Who Can't Be Moved,4:01,The Script,The Script,Pop,,1,"5/11/11, 4:07 PM"
"10/7/13, 6:53 PM",She Doesn't Mind,3:48,Sean Paul,She Doesn't Mind - Single,Pop,,24,"11/19/13, 8:28 PM"
"10/7/13, 6:53 PM",She Wolf,3:08,Shakira,She Wolf - Single,Pop,,32,"7/4/12, 8:49 PM"
"7/22/14, 10:34 PM",Chandelier,3:36,Sia,Chandelier - Single,Pop,,52,"11/9/14, 2:54 PM"
"10/7/13, 6:53 PM",Mrs. Robinson,3:52,Simon & Garfunkel,Simon and Garfunkel's Greatest Hits,Pop,,4,"10/22/13, 4:14 PM"
"10/7/13, 6:53 PM",American Boy - (Tribute to Estelle Feat Kanye West),4:49,Studio All-Stars,Pop Picks,Pop,,3,"4/17/12, 1:27 PM"
"10/7/13, 6:53 PM",Not Gonna Get Us,4:22,T.A.T.U.,200 KM/H in the Wrong Lane,Pop,,3,"12/5/12, 3:56 PM"
"10/7/13, 6:53 PM",All the Things She Said,3:34,T.A.T.U.,200 KM/H in the Wrong Lane,Pop,,2,
"10/7/13, 6:53 PM",Break Your Heart (feat. Ludacris),3:06,Taio Cruz,Break Your Heart (feat. Ludacris) - Single,Pop,,15,"10/28/11, 1:28 PM"
"10/7/13, 6:53 PM",Dynamite,3:24,Taio Cruz,Rokstarr (Bonus Track Version),Pop,,31,"2/23/12, 10:24 PM"
"10/7/13, 6:53 PM",To Be the Best,6:02,Tenacious D,,Pop,,1,"4/6/12, 9:17 AM"
"10/7/13, 6:53 PM",The Way I Are (feat. Keri Hilson & D.O.E.),2:59,Timbaland,Shock Value,Pop,,8,"11/16/13, 9:24 AM"
"10/7/13, 6:53 PM",Carry Out (feat. Justin Timberlake),3:52,Timbaland,Shock Value II,Pop,,13,"11/16/11, 11:45 AM"
"10/7/13, 6:53 PM",Morning After Dark (feat. Nelly Furtado & SoShy),3:52,Timbaland,Shock Value II,Pop,,1,
"10/7/13, 6:53 PM",If We Ever Meet Again (feat. Katy Perry),4:53,Timbaland,Shock Value II,Pop,,22,
"10/7/13, 6:53 PM",Written In the Stars (feat. Eric Turner),3:39,Tinie Tempah,Disc-Overy,Pop,,3,"6/10/13, 1:19 AM"
"10/7/13, 6:53 PM",Neo Violence,4:11,The Tough Alliance,A New Chance,Pop,,4,"6/10/13, 8:05 AM"
"10/7/13, 6:53 PM",L'Assasymphonie (Rendu célèbre par Mozart l'Opéra Rock & Florent Mothe) [Live] {Version karaoké avec choeurs},3:56,Univers Karaoké,L'Assasymphonie (Rendu célèbre par Mozart l'Opéra Rock & Florent Mothe) [Live] {Version karaoké avec choeurs} - Single,Pop,,23,"6/9/13, 2:53 AM"
"10/7/13, 6:53 PM",Brillianty (__________),3:25,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,,
"10/7/13, 6:53 PM",Oy Govoryla Chysta Voda (__ ________ _____ ____),3:54,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,1,
"10/7/13, 6:53 PM",Biologiya (________),3:43,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,1,
"10/7/13, 6:53 PM",Stop! Stop! Stop! (____! ____! ____!),3:43,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,,
"10/7/13, 6:53 PM",Endeavor No. 5 (_______ No. 5),3:23,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,2,"6/10/13, 7:19 AM"
"10/7/13, 6:53 PM",Okean I Tri Reki (_____ _ ___ ____),3:37,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,1,"6/18/11, 10:13 AM"
"10/7/13, 6:53 PM","Mir, O Kotorom Ya Ne Znala Do Tebya (___, _ _______ _ __ _____ __ ____)",3:55,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,1,
"10/7/13, 6:53 PM",Prityazhenya Bolshe Net (__________ ______ ___),4:23,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,2,
"10/7/13, 6:53 PM","Good Morning, Papa! (Good Morning, ____!)",3:33,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,4,"6/10/13, 9:13 AM"
"10/7/13, 6:53 PM",Ubey Moyu Podrugu (____ ___ _______),3:44,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,1,
"10/7/13, 6:53 PM","Ne Ostavlyay Menya, Lyubimiy (__ ________ ____, _______)",3:31,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,1,
"10/7/13, 6:53 PM",Ya Ne Vernus (_ __ _______),3:44,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,,
"10/7/13, 6:53 PM",Bomba (_____),3:26,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,1,
"10/7/13, 6:53 PM",Net Nichego Huzhe (___ ______ ____),3:40,VIA GRA (___ ___),Brillianty (__________ - Diamonds). the Best of VIA GRA,Pop,,1,"5/8/11, 3:56 PM"
"4/2/11, 10:04 AM",Who Let The Cows Out,1:39,Weird Al Yankovich,,Pop,,2,
"10/7/13, 6:53 PM",Heartbreaker,5:28,will.i.am,Songs About Girls,Pop,,1,
"9/23/11, 12:59 AM",Feel So Close (Radio Rip) - (SR),2:59,Calvin Harris ,WWW.SOUNDREGGAE.COM,Pop,,52,"12/25/14, 1:26 PM"
"10/7/13, 6:53 PM",Shades Off (Dirty Radio Edit),3:46,X & Hell,Shades Off - Single,Pop,,34,"5/31/12, 10:33 PM"
"10/7/13, 6:53 PM",New Soul,3:45,Yael Naïm,Yael Naïm,Pop,,3,"3/27/13, 6:11 PM"
"4/2/11, 10:04 AM",Don't Go,2:56,Yazoo,Don't Go (Single),Pop,,5,"10/24/13, 5:31 PM"
"10/7/13, 6:53 PM",Baila Morena,4:07,Zucchero & Maná,Zucchero & Co.,Pop,,9,"11/21/13, 7:11 PM"
"10/7/13, 6:53 PM",Do You Know? (The Ping Pong Song),3:38,Enrique Iglesias,Insomniac,Pop Latino,,2,
"10/7/13, 6:53 PM",Stop the Clock (Peligro de Extinción) [English Version],4:27,Jean,Stop the Clock (Peligro de extincion) - Single of the Week,Pop Latino,,4,"6/9/13, 4:05 PM"
"10/7/13, 6:53 PM",Livin' la Vida Loca,4:03,Ricky Martin,Ricky Martin,Pop Latino,,8,"12/11/13, 3:59 PM"
"10/7/13, 6:53 PM","Whenever, Wherever",3:17,Shakira,Laundry Service,Pop Latino,,3,"9/30/11, 1:33 PM"
"1/10/12, 2:11 AM",Dirty Dancer (Kik Klap Radio Mix),3:52,Enrique Iglesias with Usher (feat. Lil' Wayne),MusicRadioEdit.blogspot.com,Pop Remix,,3,"1/23/12, 4:57 PM"
"4/2/11, 10:00 AM",I Get Wet,3:23,Andrew W.K.,I Get Wet,Pop/Hair Metal,,2,
"4/2/11, 10:04 AM",Sweet Disposition (Morgan Page Remix),7:28,The Temper Trap,Promo Only Alternative Club January 2010,Post-Punk,,15,"3/11/12, 5:26 PM"
"4/2/11, 10:03 AM",Sweet Disposition (Axwell & Dirty South Remix),6:46,The Temper Trap,Sweet Disposition,Post-Punk,,30,"6/10/13, 7:02 AM"
"4/2/11, 10:04 AM",Love Bromance (Lionheart's 'Remake' Vocal Edit feat. Amanda Wilson),8:16,Tim Berg aka Avicii,,Prog House,,20,"12/13/12, 10:04 PM"
"7/2/12, 8:50 AM",Feel The Love (D.O.N.S. & D.B.N. Remix),8:19,Klaas,,ProgHouse,,15,"6/8/13, 8:06 PM"
"4/2/11, 10:03 AM",Dreaming (D.O.N Tekk Remix),6:45,Stereo Palma,,ProgHouse,,1,
"4/2/11, 10:03 AM",Niton (Original Mix),8:04,Pryda,Niton / Vega,Progressive,,15,"9/19/13, 1:40 PM"
"10/10/12, 7:28 AM",Wake Up (Morgan Page Remix),7:44,Adam K ft Naan,Earmilk.com,Progressive House,,1,
"8/5/11, 12:13 PM",Alesso & Sebastian Ingrosso - Calling,3:55,Alesso/Sebastian Ingrosso,2011,Progressive House,,9,"8/18/11, 3:41 PM"
"8/31/11, 6:52 AM",Pressure (Alesso Remix),6:06,"Alex Kenji, Starkillers, Nadia Ali",www.numbersofthealphabet.blogspot.com,Progressive House,,4,"6/9/13, 11:26 PM"
"10/10/12, 7:28 AM",Silhouettes (Avicii's Exclusive Ralph Lauren Mix),5:38,Avicii,HiveMusic.org,Progressive House,,2,"3/7/14, 11:42 AM"
"10/6/12, 5:59 PM",Sweet Nothing (Album Version),3:25,Calvin Harris feat. Florence Welch,GoofShack ,Progressive House,,36,"8/23/14, 11:55 PM"
"3/30/12, 2:06 PM",Feel (Original Mix),5:55,"Cicada, Third Party",Feel,Progressive House,,4,"4/7/12, 1:59 PM"
"5/27/11, 9:15 PM",One Look feat. Gosha - Axwell vs. Dimitri Vegas & Like Mike (Remix),6:03,"David Tort, Gosha",Music2Melt2,Progressive House,,5,"10/22/12, 6:13 PM"
"10/10/12, 7:28 AM",Inside Out (Inpetto Remix),7:19,DBN & Patric La Funk,Sushi EP,Progressive House,,,
"2/4/12, 8:48 AM",Ivan Gough & Feenixpawl feat. Georgi Kay - In My Mind (Axwell Mix),6:41,Ivan Gough & Feenixpawl feat. Georgi Kay,www.musikzona.com,Progressive House,,8,"2/16/12, 3:35 PM"
"10/10/12, 7:28 AM",Nufunk On My Shoulder (Tsunami Smash-Up),6:30,Kaskade Vs. Nubreed,,Progressive House,,,
"10/10/12, 7:28 AM",I Always DJ Naked At The Terrace - Original Mix,6:52,Killers & Rockers,I Always DJ Naked EP,Progressive House,,4,"1/26/13, 4:32 PM"
"4/2/11, 10:02 AM",I Always DJ Naked At The Terrace - Original Mix,6:52,Killers & Rockers,TheFreshBeat.com,Progressive House,,26,"8/29/14, 12:41 PM"
"7/25/11, 8:22 AM",Silvia (Sebastian Ingrosso & Dirty South Remix),7:12,Miike Snow,Miike Snow,Progressive House,,2,"10/6/11, 10:43 PM"
"4/2/11, 10:03 AM",Rapture - Avicii New Generation Extended Mix,7:08,Nadia Ali,Queen of Clubs Trilogy: Onyx Edition (Extended Mixes),Progressive House,,12,"3/1/13, 3:07 AM"
"6/8/11, 2:49 PM",Pressure (Alesso Remix),6:06,"Nadia Ali, Starkillers & Alex Kenji",Pressure ,Progressive House,,2,"6/28/11, 5:25 PM"
"3/30/12, 2:07 PM",Momentum (Original Mix),6:40,"Regi, Dimitri Vegas, Like Mike",Momentum,Progressive House,,3,"4/7/12, 1:28 PM"
"4/2/11, 10:03 AM",La Frisa (Petronelli & Da Fresh Remix),6:34,Stoneyes,TheFreshBeat.com,Progressive House,,7,"6/8/13, 8:32 PM"
